,part.a,part.b,dist,soil,ffreq,SW_occurrence,AHN,LGN5,x,y
466,1,0,0.385807,2,3,0,3573.0,2,181020,332580
467,1,0,0.423826,2,3,0,3559.0,2,181060,332580
468,1,0,0.451031,2,3,0,3610.0,1,181100,332580
469,1,0,0.472778,2,1,0,3616.0,1,181140,332580
470,1,0,0.505383,2,3,0,3666.0,1,181180,332580
471,1,0,0.532548,2,3,0,4289.0,1,181220,332580
472,1,0,0.554289,2,3,0,4455.0,16,181260,332580
474,1,0,0.00135803,1,1,0,3462.0,16,180460,332540
475,1,0,0.0264697,1,1,0,3445.0,2,180500,332540
476,1,0,0.0484965,1,1,0,3437.0,2,180540,332540
477,1,0,0.0756869,1,1,0,3453.0,6,180580,332540
478,1,0,0.103027,1,1,0,3466.0,6,180620,332540
479,1,0,0.12481,2,2,0,3480.0,6,180660,332540
480,1,0,0.157461,2,2,0,3492.0,6,180700,332540
481,1,0,0.184614,2,2,0,3503.0,6,180740,332540
482,1,0,0.211843,2,2,0,3530.0,2,180780,332540
483,1,0,0.244466,2,2,0,3536.0,2,180820,332540
484,1,0,0.271622,2,2,0,3537.0,2,180860,332540
485,1,0,0.309694,2,3,0,3554.0,2,180900,332540
486,1,0,0.336861,2,3,0,3571.0,2,180940,332540
487,1,0,0.374924,2,3,0,3584.0,2,180980,332540
488,1,0,0.402094,2,1,0,3609.0,2,181020,332540
489,1,0,0.429292,2,1,0,3583.0,1,181060,332540
490,1,0,0.467311,2,3,0,3534.0,1,181100,332540
491,1,0,0.494514,2,3,0,3615.0,1,181140,332540
492,1,0,0.516261,2,3,0,3953.0,1,181180,332540
493,1,0,0.548865,2,3,0,4537.0,1,181220,332540
495,1,0,0.00135803,1,1,0,3493.0,16,180420,332500
496,1,0,0.0264697,1,1,0,3491.0,11,180460,332500
497,1,0,0.0484965,1,1,0,3419.0,2,180500,332500
498,1,0,0.070355,1,1,0,3417.0,2,180540,332500
499,1,0,0.0921598,1,1,0,3426.0,6,180580,332500
500,1,0,0.119308,2,1,0,3435.0,2,180620,332500
501,1,0,0.146576,2,2,0,3441.0,2,180660,332500
502,1,0,0.168339,2,2,0,3455.0,2,180700,332500
503,1,0,0.200968,2,2,0,3480.0,2,180740,332500
504,1,0,0.228123,2,2,0,3511.0,2,180780,332500
505,1,0,0.255341,2,2,0,3530.0,2,180820,332500
506,1,0,0.287957,2,2,0,3546.0,11,180860,332500
507,1,0,0.315116,2,3,0,3575.0,11,180900,332500
508,1,0,0.353181,2,1,0,3620.0,11,180940,332500
509,1,0,0.38035,2,1,0,3628.0,11,180980,332500
510,1,0,0.418409,2,1,0,3583.0,11,181020,332500
511,1,0,0.44558,2,3,0,3532.0,11,181060,332500
512,1,0,0.472776,2,3,0,3533.0,11,181100,332500
513,1,0,0.510795,2,3,0,3617.0,1,181140,332500
514,1,0,0.537997,2,3,0,4342.0,1,181180,332500
515,1,0,0.554295,2,3,0,4520.0,16,181220,332500
516,1,0,0.0,1,1,41,3342.0,16,180340,332460
517,1,0,0.00135803,1,1,0,3467.0,16,180380,332460
518,1,0,0.0264697,1,1,0,3506.0,1,180420,332460
519,1,0,0.0484965,1,1,0,3443.0,11,180460,332460
520,1,0,0.070355,1,1,0,3408.0,2,180500,332460
521,1,0,0.0921598,1,1,0,3392.0,2,180540,332460
522,1,0,0.113941,2,1,0,3409.0,2,180580,332460
523,1,0,0.135709,2,1,0,3410.0,2,180620,332460
524,1,0,0.162853,2,2,0,3415.0,2,180660,332460
525,1,0,0.190091,2,2,0,3434.0,2,180700,332460
526,1,0,0.211846,2,2,0,3463.0,2,180740,332460
527,1,0,0.244466,2,2,0,3488.0,2,180780,332460
528,1,0,0.271622,2,2,0,3520.0,2,180820,332460
529,1,0,0.298832,2,1,0,3549.0,11,180860,332460
530,1,0,0.331446,2,3,0,3628.0,11,180900,332460
531,1,0,0.358606,2,3,0,3584.0,11,180940,332460
532,1,0,0.396666,2,3,0,3556.0,11,180980,332460
533,1,0,0.423837,2,3,0,3527.0,11,181020,332460
534,1,0,0.461892,2,3,0,3542.0,11,181060,332460
535,1,0,0.489064,2,3,0,3544.0,11,181100,332460
536,1,0,0.516258,2,3,0,3907.0,1,181140,332460
537,1,0,0.554278,2,3,0,4521.0,16,181180,332460
538,1,0,0.0,1,1,78,3310.0,16,180300,332420
539,1,0,0.00135803,1,1,0,3561.0,16,180340,332420
540,1,0,0.0264697,1,1,0,3544.0,1,180380,332420
541,1,0,0.0484965,1,1,0,3483.0,1,180420,332420
542,1,0,0.070355,1,1,0,3436.0,2,180460,332420
543,1,0,0.0921598,2,1,0,3397.0,2,180500,332420
544,1,0,0.113941,2,1,0,3385.0,2,180540,332420
545,1,0,0.135709,2,1,0,3376.0,2,180580,332420
546,1,0,0.157469,2,1,0,3388.0,2,180620,332420
547,1,0,0.179224,2,2,0,3396.0,2,180660,332420
548,1,0,0.20637,2,2,0,3416.0,2,180700,332420
549,1,0,0.233593,2,2,0,3439.0,2,180740,332420
550,1,0,0.255343,2,2,0,3478.0,2,180780,332420
551,1,0,0.287957,2,1,0,3555.0,2,180820,332420
552,1,0,0.315116,2,2,0,3582.0,11,180860,332420
553,1,0,0.342321,2,3,0,3559.0,11,180900,332420
554,1,0,0.374932,2,1,0,3546.0,11,180940,332420
555,1,0,0.402094,2,3,0,3520.0,11,180980,332420
556,1,0,0.44015,2,3,0,3516.0,11,181020,332420
557,1,0,0.467322,2,3,0,3539.0,11,181060,332420
558,1,0,0.505375,2,3,0,3640.0,1,181100,332420
559,1,0,0.532548,2,3,0,4332.0,1,181140,332420
560,1,0,0.554289,2,3,0,4516.0,16,181180,332420
561,1,0,0.0,1,1,73,3448.0,16,180260,332380
562,1,0,0.0054321,1,1,0,3496.0,1,180300,332380
563,1,0,0.0264697,1,1,0,3575.0,1,180340,332380
564,1,0,0.0484965,2,1,0,3528.0,1,180380,332380
565,1,0,0.070355,2,1,0,3511.0,1,180420,332380
566,1,0,0.0921598,2,1,0,3428.0,2,180460,332380
567,1,0,0.113941,2,1,0,3409.0,2,180500,332380
568,1,0,0.135709,2,1,0,3390.0,2,180540,332380
569,1,0,0.157469,2,2,0,3366.0,2,180580,332380
570,1,0,0.179224,2,2,0,3381.0,2,180620,332380
571,1,0,0.200976,2,2,0,3403.0,2,180660,332380
572,1,0,0.222726,2,2,0,3420.0,2,180700,332380
573,1,0,0.249874,2,2,0,3487.0,2,180740,332380
574,1,0,0.277087,2,1,0,3562.0,1,180780,332380
575,1,0,0.298835,2,2,0,3547.0,11,180820,332380
576,1,0,0.331446,2,2,0,3506.0,11,180860,332380
577,1,0,0.358606,2,3,0,3518.0,11,180900,332380
578,1,0,0.385807,2,3,0,3527.0,11,180940,332380
579,1,0,0.418417,2,3,0,3498.0,11,180980,332380
580,1,0,0.44558,2,3,0,3516.0,11,181020,332380
581,1,0,0.483634,2,3,0,3527.0,11,181060,332380
582,1,0,0.510806,2,3,0,3925.0,1,181100,332380
583,1,0,0.548857,2,3,0,4560.0,16,181140,332380
585,1,0,0.0,1,1,61,3175.0,16,180180,332340
586,1,0,0.00135803,1,1,21,3492.0,1,180220,332340
587,1,0,0.0122243,1,1,0,3568.0,1,180260,332340
588,1,0,0.0373369,1,1,0,3581.0,5,180300,332340
589,1,0,0.0537889,2,1,0,3582.0,1,180340,332340
590,1,0,0.070355,2,1,0,3561.0,1,180380,332340
591,1,0,0.0921598,2,1,0,3497.0,11,180420,332340
592,1,0,0.113941,2,1,0,3445.0,2,180460,332340
593,1,0,0.135709,2,1,0,3416.0,2,180500,332340
594,1,0,0.157469,2,1,0,3376.0,2,180540,332340
595,1,0,0.179224,2,2,0,3362.0,2,180580,332340
596,1,0,0.200976,2,2,0,3408.0,2,180620,332340
597,1,0,0.222726,2,2,0,3541.0,1,180660,332340
598,1,0,0.244474,2,2,0,3554.0,1,180700,332340
599,1,0,0.26622,2,1,0,3451.0,11,180740,332340
600,1,0,0.29337,2,1,0,3494.0,11,180780,332340
601,1,0,0.320577,2,2,0,3467.0,20,180820,332340
602,1,0,0.342324,2,2,0,3476.0,11,180860,332340
603,1,0,0.374932,2,3,0,3483.0,11,180900,332340
604,1,0,0.402094,2,1,0,3503.0,11,180940,332340
605,1,0,0.429292,2,3,0,3511.0,11,180980,332340
606,1,0,0.4619,2,3,0,3523.0,11,181020,332340
607,1,0,0.489064,2,3,0,3586.0,1,181060,332340
608,1,0,0.527116,2,3,0,4306.0,16,181100,332340
609,1,0,0.543478,2,3,0,4473.0,16,181140,332340
611,1,0,0.0,1,1,34,3328.0,16,180060,332300
612,1,0,0.0,1,1,0,3486.0,1,180100,332300
613,1,0,0.0122243,1,1,0,3434.0,1,180140,332300
614,1,0,0.0316606,1,1,0,3587.0,1,180180,332300
615,1,0,0.0316663,1,1,0,3604.0,1,180220,332300
616,1,0,0.0484884,1,1,0,3579.0,5,180260,332300
617,1,0,0.0593662,1,1,0,3579.0,5,180300,332300
618,1,0,0.081222,2,1,0,3584.0,5,180340,332300
619,1,0,0.0975136,2,1,0,3545.0,2,180380,332300
620,1,0,0.113941,2,1,0,3488.0,2,180420,332300
621,1,0,0.135709,2,1,0,3459.0,11,180460,332300
622,1,0,0.157469,2,2,0,3415.0,2,180500,332300
623,1,0,0.179224,2,2,0,3445.0,1,180540,332300
624,1,0,0.200976,2,2,0,3510.0,1,180580,332300
625,1,0,0.222726,2,2,0,3508.0,1,180620,332300
626,1,0,0.244474,2,2,0,3446.0,11,180660,332300
627,1,0,0.26622,2,1,0,3440.0,19,180700,332300
628,1,0,0.287966,2,2,0,3541.0,20,180740,332300
629,1,0,0.30971,2,2,0,3579.0,23,180780,332300
630,1,0,0.336861,2,2,0,3469.0,23,180820,332300
631,1,0,0.364064,2,2,0,3451.0,11,180860,332300
632,1,0,0.38581,2,3,0,3458.0,11,180900,332300
633,1,0,0.418417,2,1,0,3478.0,11,180940,332300
634,1,0,0.44558,2,1,0,3495.0,11,180980,332300
635,1,0,0.472776,2,3,0,3526.0,11,181020,332300
636,1,0,0.505383,2,3,0,3922.0,1,181060,332300
637,1,0,0.532548,2,3,0,4496.0,16,181100,332300
639,1,0,0.0,1,1,0,3377.0,16,179900,332260
640,1,0,0.0,1,1,0,3391.0,16,179940,332260
641,1,0,0.0054321,1,1,0,3312.0,16,179980,332260
642,1,0,0.0054321,1,1,0,3503.0,16,180020,332260
643,1,0,0.0264645,1,1,0,3558.0,1,180060,332260
644,1,0,0.0316606,1,1,0,3552.0,1,180100,332260
645,1,0,0.0373395,1,1,0,3590.0,1,180140,332260
646,1,0,0.059361,1,1,0,3600.0,1,180180,332260
647,1,0,0.0756649,1,1,0,3612.0,5,180220,332260
648,1,0,0.0756869,1,2,0,3605.0,5,180260,332260
649,1,0,0.0921516,1,2,0,3571.0,5,180300,332260
650,1,0,0.103029,2,2,0,3566.0,5,180340,332260
651,1,0,0.124808,2,1,0,3529.0,2,180380,332260
652,1,0,0.141086,2,2,0,3496.0,2,180420,332260
653,1,0,0.157469,2,2,0,3466.0,11,180460,332260
654,1,0,0.179224,2,2,0,3507.0,1,180500,332260
655,1,0,0.200976,2,2,0,3532.0,1,180540,332260
656,1,0,0.222726,2,2,0,3455.0,1,180580,332260
657,1,0,0.244474,2,2,0,3431.0,1,180620,332260
658,1,0,0.26622,2,2,0,3480.0,11,180660,332260
659,1,0,0.287966,2,2,0,3595.0,18,180700,332260
660,1,0,0.30971,2,2,0,3591.0,20,180740,332260
661,1,0,0.331454,2,2,0,3601.0,23,180780,332260
662,1,0,0.353197,2,2,0,3556.0,23,180820,332260
663,1,0,0.38035,2,2,0,3453.0,20,180860,332260
664,1,0,0.40755,2,3,0,3453.0,11,180900,332260
665,1,0,0.429295,2,3,0,3469.0,11,180940,332260
666,1,0,0.4619,2,2,0,3491.0,11,180980,332260
667,1,0,0.489064,2,3,0,3608.0,11,181020,332260
668,1,0,0.516258,2,3,0,4361.0,1,181060,332260
669,1,0,0.543467,2,3,0,4529.0,16,181100,332260
671,1,0,0.0,1,1,43,3160.0,16,179740,332220
672,1,0,0.00135803,1,1,0,3331.0,16,179780,332220
673,1,0,0.0054321,1,1,0,3481.0,16,179820,332220
674,1,0,0.0122243,1,1,0,3474.0,1,179860,332220
675,1,0,0.0316606,1,1,0,3543.0,1,179900,332220
676,1,0,0.0316606,1,1,0,3623.0,1,179940,332220
677,1,0,0.0373369,1,1,0,3641.0,1,179980,332220
678,1,0,0.0537723,1,1,0,3566.0,1,180020,332220
679,1,0,0.0537889,1,1,0,3446.0,1,180060,332220
680,1,0,0.0703333,1,1,0,3532.0,1,180100,332220
681,1,0,0.0756759,1,1,0,3560.0,1,180140,332220
682,1,0,0.0812247,1,1,0,3628.0,5,180180,332220
683,1,0,0.103021,2,1,0,3626.0,5,180220,332220
684,1,0,0.119286,2,1,0,3603.0,5,180260,332220
685,1,0,0.119308,2,1,0,3558.0,5,180300,332220
686,1,0,0.1357,2,2,0,3588.0,5,180340,332220
687,1,0,0.146578,2,2,0,3519.0,2,180380,332220
688,1,0,0.168336,2,2,0,3499.0,2,180420,332220
689,1,0,0.184614,2,2,0,3516.0,1,180460,332220
690,1,0,0.200976,2,2,0,3511.0,1,180500,332220
691,1,0,0.222726,2,2,0,3483.0,1,180540,332220
692,1,0,0.244474,2,1,0,3491.0,11,180580,332220
693,1,0,0.26622,2,2,0,3547.0,11,180620,332220
694,1,0,0.287966,2,2,0,3597.0,23,180660,332220
695,1,0,0.30971,2,2,0,3605.0,23,180700,332220
696,1,0,0.331454,2,1,0,3597.0,23,180740,332220
697,1,0,0.353197,2,1,11,3619.0,23,180780,332220
698,1,0,0.37494,2,2,0,3606.0,16,180820,332220
699,1,0,0.396683,2,2,0,3485.0,23,180860,332220
700,1,0,0.423837,2,3,0,3456.0,11,180900,332220
701,1,0,0.451034,2,2,0,3481.0,11,180940,332220
702,1,0,0.472778,2,3,0,3492.0,11,180980,332220
703,1,0,0.505383,2,3,0,3909.0,1,181020,332220
704,1,0,0.528931,2,3,0,4509.0,16,181060,332220
705,1,0,0.0,1,1,63,3087.0,16,179660,332180
706,1,0,0.0054321,1,1,19,3351.0,16,179700,332180
707,1,0,0.0264645,1,1,0,3509.0,16,179740,332180
708,1,0,0.0316663,1,1,0,3589.0,1,179780,332180
709,1,0,0.0484831,1,1,0,3632.0,1,179820,332180
710,1,0,0.0537778,1,2,0,3649.0,1,179860,332180
711,1,0,0.059361,1,1,0,3658.0,1,179900,332180
712,1,0,0.0756594,1,1,0,3620.0,1,179940,332180
713,1,0,0.0756759,1,1,0,3515.0,1,179980,332180
714,1,0,0.0812167,1,1,0,3452.0,1,180020,332180
715,1,0,0.0974916,1,1,0,3558.0,1,180060,332180
716,1,0,0.0975136,1,1,0,3620.0,1,180100,332180
717,1,0,0.113916,1,1,0,3645.0,1,180140,332180
718,1,0,0.119297,1,1,0,3634.0,5,180180,332180
719,1,0,0.12481,2,1,0,3616.0,5,180220,332180
720,1,0,0.14657,2,1,0,3584.0,5,180260,332180
721,1,0,0.162831,2,1,0,3522.0,5,180300,332180
722,1,0,0.162853,2,1,0,3600.0,5,180340,332180
723,1,0,0.179216,2,1,0,3519.0,2,180380,332180
724,1,0,0.190094,2,1,0,3523.0,11,180420,332180
725,1,0,0.211843,2,1,0,3531.0,1,180460,332180
726,1,0,0.228123,2,1,0,3518.0,11,180500,332180
727,1,0,0.244474,2,2,0,3539.0,11,180540,332180
728,1,0,0.26622,2,2,0,3576.0,23,180580,332180
729,1,0,0.287966,2,2,0,3587.0,23,180620,332180
730,1,0,0.30971,2,2,0,3602.0,23,180660,332180
731,1,0,0.331454,2,2,0,3604.0,23,180700,332180
732,1,0,0.353197,2,2,0,3676.0,16,180740,332180
733,1,0,0.37494,2,2,0,3648.0,23,180780,332180
734,1,0,0.396683,2,2,0,3612.0,16,180820,332180
735,1,0,0.418425,2,2,0,3593.0,23,180860,332180
736,1,0,0.440167,2,3,0,3490.0,11,180900,332180
737,1,0,0.467322,2,3,0,3456.0,11,180940,332180
738,1,0,0.494517,2,3,0,3595.0,1,180980,332180
739,1,0,0.516261,2,3,0,4294.0,1,181020,332180
741,1,0,0.0,1,1,0,3090.0,16,179620,332140
742,1,0,0.0122243,1,1,0,3320.0,16,179660,332140
743,1,0,0.0373369,1,1,0,3614.0,1,179700,332140
744,1,0,0.0537889,1,1,0,3714.0,1,179740,332140
745,1,0,0.0703387,1,2,0,3667.0,1,179780,332140
746,1,0,0.0756869,1,1,0,3669.0,1,179820,332140
747,1,0,0.0921353,1,2,0,3656.0,1,179860,332140
748,1,0,0.0975026,1,1,0,3541.0,1,179900,332140
749,1,0,0.103019,1,1,0,3447.0,1,179940,332140
750,1,0,0.119275,1,1,0,3546.0,1,179980,332140
751,1,0,0.119297,1,1,0,3627.0,1,180020,332140
752,1,0,0.124802,1,1,0,3656.0,1,180060,332140
753,1,0,0.141064,1,1,0,3641.0,1,180100,332140
754,1,0,0.141086,1,1,0,3642.0,1,180140,332140
755,1,0,0.157444,1,1,0,3619.0,1,180180,332140
756,1,0,0.162842,2,1,0,3596.0,1,180220,332140
757,1,0,0.168339,2,1,0,3576.0,1,180260,332140
758,1,0,0.190086,2,1,0,3551.0,1,180300,332140
759,1,0,0.206348,2,2,0,3546.0,2,180340,332140
760,1,0,0.20637,2,1,0,3584.0,11,180380,332140
761,1,0,0.222718,2,2,0,3553.0,11,180420,332140
762,1,0,0.233596,2,1,0,3547.0,11,180460,332140
763,1,0,0.255341,2,2,0,3580.0,23,180500,332140
764,1,0,0.271622,2,2,0,3583.0,23,180540,332140
765,1,0,0.287966,2,2,0,3586.0,23,180580,332140
766,1,0,0.30971,2,2,0,3603.0,23,180620,332140
767,1,0,0.331454,2,2,0,3615.0,23,180660,332140
768,1,0,0.353197,2,2,0,3613.0,23,180700,332140
769,1,0,0.37494,2,2,0,3616.0,20,180740,332140
770,1,0,0.396683,2,2,0,3634.0,19,180780,332140
773,1,0,0.461908,2,2,0,3544.0,11,180900,332140
774,1,0,0.48365,2,3,0,3495.0,11,180940,332140
775,1,0,0.510806,2,3,0,3913.0,1,180980,332140
776,1,0,0.536177,2,3,0,4524.0,16,181020,332140
778,1,0,0.0264645,1,1,0,3265.0,16,179620,332100
779,1,0,0.0373395,1,1,0,3614.0,1,179660,332100
780,1,0,0.0593662,1,1,0,3666.0,1,179700,332100
781,1,0,0.081222,1,2,0,3681.0,1,179740,332100
782,1,0,0.0975136,1,2,0,3669.0,1,179780,332100
783,1,0,0.113924,1,2,0,3616.0,1,179820,332100
784,1,0,0.119308,1,1,0,3600.0,1,179860,332100
785,1,0,0.135684,1,1,0,3531.0,6,179900,332100
786,1,0,0.141075,1,1,0,3595.0,6,179940,332100
787,1,0,0.146568,1,1,0,3651.0,1,179980,332100
788,1,0,0.16282,1,2,0,3664.0,1,180020,332100
789,1,0,0.162842,1,2,0,3652.0,1,180060,332100
790,1,0,0.168331,1,2,0,3628.0,1,180100,332100
791,1,0,0.184592,1,2,0,3624.0,1,180140,332100
792,1,0,0.184614,1,2,0,3611.0,1,180180,332100
793,1,0,0.200952,2,2,0,3594.0,1,180220,332100
794,1,0,0.206359,2,2,0,3587.0,1,180260,332100
795,1,0,0.211846,2,1,0,3585.0,1,180300,332100
796,1,0,0.233587,2,2,0,3589.0,1,180340,332100
797,1,0,0.249852,2,2,0,3553.0,11,180380,332100
798,1,0,0.249874,2,2,0,3563.0,11,180420,332100
799,1,0,0.266212,2,2,0,3604.0,23,180460,332100
800,1,0,0.27709,2,2,0,3596.0,23,180500,332100
801,1,0,0.298832,2,2,0,3595.0,23,180540,332100
802,1,0,0.315116,2,2,0,3597.0,23,180580,332100
803,1,0,0.331454,2,2,0,3622.0,23,180620,332100
805,1,0,0.37494,2,2,0,3617.0,23,180700,332100
806,1,0,0.396683,2,2,0,3613.0,23,180740,332100
807,1,0,0.418425,2,2,0,3626.0,18,180780,332100
809,1,0,0.461908,2,2,0,3620.0,19,180860,332100
810,1,0,0.48365,2,3,0,3513.0,11,180900,332100
811,1,0,0.505391,2,3,0,3565.0,11,180940,332100
812,1,0,0.527132,2,3,0,4300.0,16,180980,332100
813,1,0,0.543473,2,3,0,4521.0,16,181020,332100
814,0,1,0.0054321,1,1,66,3219.0,16,179580,332060
815,1,0,0.0484831,1,1,0,3597.0,1,179620,332060
816,1,0,0.0703468,1,2,0,3687.0,1,179660,332060
817,1,0,0.0812247,1,1,0,3669.0,1,179700,332060
818,1,0,0.103029,1,2,0,3665.0,1,179740,332060
819,1,0,0.124808,1,2,0,3656.0,1,179780,332060
820,1,0,0.141086,1,1,0,3595.0,1,179820,332060
821,1,0,0.157453,1,1,0,3649.0,1,179860,332060
822,1,0,0.162853,1,1,0,3647.0,6,179900,332060
823,1,0,0.1792,1,2,0,3652.0,6,179940,332060
824,1,0,0.184603,1,2,0,3671.0,1,179980,332060
825,1,0,0.190083,1,2,0,3650.0,1,180020,332060
826,1,0,0.206337,1,2,0,3662.0,1,180060,332060
827,1,0,0.206359,1,2,0,3636.0,1,180100,332060
828,1,0,0.211838,1,2,0,3622.0,1,180140,332060
829,1,0,0.228101,1,2,0,3607.0,1,180180,332060
830,1,0,0.228123,2,2,0,3599.0,1,180220,332060
831,1,0,0.244449,2,1,0,3587.0,1,180260,332060
832,1,0,0.249863,2,2,0,3569.0,1,180300,332060
833,1,0,0.255343,2,2,0,3493.0,1,180340,332060
834,1,0,0.277082,2,2,0,3532.0,1,180380,332060
835,1,0,0.293348,2,2,0,3595.0,11,180420,332060
836,1,0,0.29337,2,2,0,3623.0,23,180460,332060
837,1,0,0.309702,2,2,0,3616.0,23,180500,332060
838,1,0,0.32058,2,2,0,3618.0,23,180540,332060
840,1,0,0.358606,2,2,0,3607.0,23,180620,332060
841,1,0,0.37494,2,2,28,3603.0,16,180660,332060
844,1,0,0.440167,2,2,0,3623.0,23,180780,332060
845,1,0,0.461908,2,2,0,3627.0,23,180820,332060
846,1,0,0.48365,2,2,0,3581.0,11,180860,332060
847,1,0,0.505391,2,3,0,3477.0,11,180900,332060
848,1,0,0.527132,2,3,0,3855.0,1,180940,332060
849,1,0,0.54348,2,3,0,4476.0,16,180980,332060
850,0,1,0.0,1,1,74,3218.0,16,179540,332020
851,0,1,0.0122243,1,1,9,3467.0,1,179580,332020
852,0,1,0.0537778,1,2,0,3725.0,1,179620,332020
853,1,0,0.0921353,1,2,0,3690.0,9,179660,332020
854,1,0,0.113932,1,2,0,3669.0,1,179700,332020
855,1,0,0.12481,1,2,0,3674.0,1,179740,332020
856,1,0,0.146578,1,1,0,3630.0,1,179780,332020
857,1,0,0.168336,1,2,0,3688.0,1,179820,332020
858,1,0,0.184614,1,2,0,3683.0,1,179860,332020
859,1,0,0.20096,1,2,0,3689.0,1,179900,332020
860,1,0,0.20637,1,2,0,3675.0,1,179940,332020
861,1,0,0.222701,1,2,0,3655.0,1,179980,332020
862,1,0,0.228112,1,2,0,3640.0,1,180020,332020
863,1,0,0.233585,1,2,0,3619.0,1,180060,332020
864,1,0,0.249841,1,2,0,3631.0,1,180100,332020
865,1,0,0.249863,2,2,0,3634.0,1,180140,332020
866,1,0,0.255335,2,2,0,3619.0,1,180180,332020
867,1,0,0.2716,2,2,0,3611.0,1,180220,332020
868,1,0,0.271622,2,1,0,3596.0,1,180260,332020
869,1,0,0.287941,2,1,0,3571.0,1,180300,332020
870,1,0,0.293359,2,2,0,3505.0,1,180340,332020
871,1,0,0.298835,2,2,0,3578.0,1,180380,332020
872,1,0,0.320572,2,1,0,3625.0,1,180420,332020
873,1,0,0.33684,2,1,0,3629.0,11,180460,332020
874,1,0,0.336861,2,2,0,3615.0,23,180500,332020
877,1,0,0.385807,2,2,0,3600.0,18,180620,332020
878,1,0,0.402094,2,2,0,3606.0,23,180660,332020
882,1,0,0.48365,2,2,0,3604.0,23,180820,332020
883,1,0,0.505391,2,2,0,3486.0,11,180860,332020
884,1,0,0.527132,2,3,0,3594.0,1,180900,332020
885,1,0,0.548873,2,3,0,4302.0,1,180940,332020
886,1,0,0.565212,2,3,0,4483.0,16,180980,332020
887,0,1,0.0,1,1,48,3388.0,16,179540,331980
888,0,1,0.0316606,1,1,0,3655.0,1,179580,331980
889,0,1,0.059361,1,2,0,3702.0,1,179620,331980
890,0,1,0.0975026,1,2,0,3685.0,9,179660,331980
891,1,0,0.135684,1,2,0,3661.0,23,179700,331980
892,1,0,0.157461,1,2,0,3651.0,23,179740,331980
893,1,0,0.168339,1,2,0,3691.0,1,179780,331980
894,1,0,0.190094,1,2,0,3713.0,1,179820,331980
895,1,0,0.211843,1,2,0,3723.0,1,179860,331980
896,1,0,0.228123,1,2,0,3697.0,1,179900,331980
897,1,0,0.244457,1,2,0,3684.0,1,179940,331980
898,1,0,0.249874,1,2,0,3655.0,1,179980,331980
899,1,0,0.266196,1,2,0,3630.0,1,180020,331980
900,1,0,0.271611,2,2,0,3607.0,1,180060,331980
901,1,0,0.277079,2,2,0,3629.0,1,180100,331980
902,1,0,0.293337,2,2,0,3633.0,1,180140,331980
903,1,0,0.293359,2,2,0,3632.0,1,180180,331980
904,1,0,0.298827,2,2,0,3616.0,1,180220,331980
905,1,0,0.315094,2,1,0,3603.0,1,180260,331980
906,1,0,0.315116,2,1,0,3571.0,1,180300,331980
907,1,0,0.331429,2,2,0,3529.0,1,180340,331980
908,1,0,0.336851,2,2,0,3615.0,1,180380,331980
909,1,0,0.342324,2,2,0,3631.0,1,180420,331980
910,1,0,0.364059,2,1,0,3624.0,11,180460,331980
911,1,0,0.380328,2,2,0,3611.0,11,180500,331980
912,1,0,0.38035,2,2,0,3602.0,23,180540,331980
915,1,0,0.429292,2,2,0,3623.0,23,180660,331980
916,1,0,0.44558,2,2,0,3632.0,19,180700,331980
918,1,0,0.48365,2,2,0,3619.0,18,180780,331980
919,1,0,0.505391,2,2,0,3561.0,23,180820,331980
920,1,0,0.527132,2,2,0,3505.0,11,180860,331980
921,1,0,0.548873,2,3,0,3884.0,1,180900,331980
922,1,0,0.56522,2,3,0,4523.0,16,180940,331980
923,0,1,0.0054321,1,1,0,3544.0,16,179540,331940
924,0,1,0.0373369,1,1,0,3702.0,18,179580,331940
925,0,1,0.0756759,1,2,0,3690.0,18,179620,331940
926,0,1,0.103024,1,2,0,3688.0,18,179660,331940
927,0,1,0.141075,1,2,0,3690.0,18,179700,331940
928,1,0,0.1792,1,2,0,3737.0,18,179740,331940
929,1,0,0.200968,1,2,0,3741.0,18,179780,331940
930,1,0,0.211846,1,2,0,3716.0,18,179820,331940
931,1,0,0.233596,1,2,0,3696.0,9,179860,331940
932,1,0,0.255341,1,2,0,3685.0,1,179900,331940
933,1,0,0.271622,1,2,0,3667.0,1,179940,331940
934,1,0,0.287949,1,2,0,3687.0,1,179980,331940
935,1,0,0.29337,2,2,0,3684.0,1,180020,331940
936,1,0,0.309686,2,2,0,3690.0,1,180060,331940
937,1,0,0.315105,2,2,0,3696.0,1,180100,331940
938,1,0,0.320569,2,2,0,3657.0,1,180140,331940
939,1,0,0.336829,2,2,0,3634.0,1,180180,331940
940,1,0,0.336851,2,2,0,3623.0,1,180220,331940
941,1,0,0.342316,2,2,0,3603.0,1,180260,331940
942,1,0,0.358584,2,1,0,3583.0,1,180300,331940
943,1,0,0.358606,2,2,0,3565.0,1,180340,331940
944,1,0,0.374916,2,2,0,3622.0,1,180380,331940
945,1,0,0.380339,2,1,0,3631.0,1,180420,331940
946,1,0,0.38581,2,2,0,3610.0,1,180460,331940
947,1,0,0.407544,2,2,0,3605.0,11,180500,331940
948,1,0,0.423815,2,3,0,3614.0,11,180540,331940
949,1,0,0.423837,2,3,0,3621.0,19,180580,331940
952,1,0,0.472776,2,2,0,3615.0,23,180700,331940
